author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity,indice
Por Agencia EFE ,https://g1.globo.com/mundo/noticia/china-propoe-pacto-aos-eua-e-a-coreia-do-norte-para-evitar-colisao-frontal.ghtml,politica,08/03/2017 09h48 ,780,670,344,0,11,92,5,199,44,23,7,0,0,44,4.23077,3303,25.7692,4.92985,0.0,0.230241,0.513433,756
Por G1 ,https://g1.globo.com/natureza/noticia/cop-23-termina-com-participacao-dos-eua-e-pedido-por-mais-ambicao-em-metas.ghtml,sociedade_cotidiano,18/11/2017 04h41 ,942,810,447,0,9,107,3,232,58,37,11,0,0,41,3.56757,4081,21.8919,5.03827,0.0037037,0.280236,0.551852,757
Por G1 SP ,https://g1.globo.com/sao-paulo/noticia/morre-aos-65-anos-o-jornalista-marcelo-rezende.ghtml,sociedade_cotidiano,16/09/2017 19h16 ,836,731,342,0,10,94,0,209,32,25,8,10,1,46,2.69231,3368,18.7436,4.60739,0.0,0.188119,0.467852,758
"Giovana Girardi, O Estado de S.Paulo ","http://sustentabilidade.estadao.com.br/noticias/geral,lixo-jogado-no-mar-vira-arvore-de-natal-em-ubatuba,70002129366",sociedade_cotidiano,23 de dezembro de 2017 ,1987,1737,794,None,4,265,4,504,77,77,46,0,0,101,3.04878,8221,21.1829,4.73287,0.00633276,0.20026,0.45711,759
"Ricardo Brandt, enviado especial a Curitiba ",http://politica.estadao.com.br/blogs/fausto-macedo/intervencao-foi-decisao-puramente-politica-diz-procurador-da-lava-jato/,politica,21 de fevereiro de 2018 ,1187,1025,433,None,4,201,6,275,47,62,39,5,4,59,3.24,4947,20.5,4.82634,0.0,0.228992,0.422439,760
"Por Alana Fonseca, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/em-depoimento-palocci-conta-que-pre-sal-financiaria-projeto-pt-no-poder.ghtml,politica,07/09/2017 13h34 ,2437,2119,768,0,7,362,20,585,83,94,49,23,5,156,2.67227,10186,17.8067,4.80698,0.000471921,0.186906,0.362435,761
O Estado de S.Paulo ,"http://internacional.estadao.com.br/noticias/geral,missil-norte-coreano-sobrevoa-o-norte-do-japao-diz-tv-publica,70001953809",sociedade_cotidiano,28 de agosto de 2017 ,899,793,379,None,11,101,2,233,47,29,9,0,1,25,2.78947,3790,20.8684,4.77932,0.00126103,0.227545,0.477932,762
Por Agencia EFE ,https://g1.globo.com/mundo/noticia/eua-confirmam-novo-lancamento-de-missil-da-coreia-do-norte.ghtml,sociedade_cotidiano,28/05/2017 21h10 ,521,452,223,0,3,57,0,130,30,8,7,0,0,17,2.76,2233,18.08,4.94027,0.0,0.203209,0.493363,763
"Isadora Peron / BRASÍLIA, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,manter-o-discurso-de-golpe-e-improprio-ao-pais,10000049769",tv_celebridades,08 de maio de 2016 ,2067,1857,756,0,13,350,24,464,111,117,66,17,11,176,2.23404,9086,19.7553,4.89284,0.0,0.280098,0.407108,764
"Por G1 SP, São Paulo ",https://g1.globo.com/sao-paulo/noticia/corpo-de-marcelo-rezende-e-velado-na-assembleia-legislativa-de-sp.ghtml,sociedade_cotidiano,17/09/2017 09h49 ,947,831,394,0,12,107,0,242,33,29,12,10,1,48,2.57778,3861,18.4667,4.64621,0.0,0.17765,0.474128,765
"Por Fabiano Costa, G1, Brasília ",https://g1.globo.com/politica/noticia/justica-federal-determina-suspensao-das-atividades-do-instituto-lula.ghtml,politica,09/05/2017 18h51 ,1162,990,440,0,3,134,7,288,54,34,14,0,0,50,5.05882,5078,29.1176,5.12929,0.0,0.208531,0.444444,766
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/caixinha-obrigado/,sociedade_cotidiano,22 de janeiro de 2018 ,1546,1350,709,None,12,168,11,401,87,61,21,2,0,90,3.92,6723,27.0,4.98,0.00222222,0.260105,0.525185,767
Por G1 ,https://g1.globo.com/pop-arte/noticia/bbb18-veja-quem-sao-os-participantes-desta-edicao-do-reality-show.ghtml,sociedade_cotidiano,18/01/2018 14h45 ,1814,1479,725,0,21,321,7,398,77,62,18,17,0,105,3.25243,6693,14.3592,4.52535,0.00338066,0.193324,0.490196,768
Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/em-nota-pt-diz-que-condenacao-de-lula-e-ataque-a-democracia-e-conduzida-por-um-juiz-parcial.ghtml,politica,12/07/2017 16h38 ,1544,1364,516,0,12,174,16,381,115,53,13,0,1,74,2.8125,6896,21.3125,5.05572,0.000733138,0.302703,0.378299,769
Por G1 ,https://g1.globo.com/mundo/noticia/apenas-uma-coisa-vai-funcionar-diz-trump-sobre-coreia-do-norte.ghtml,sociedade_cotidiano,07/10/2017 17h23 ,471,421,213,None,5,71,4,112,26,16,10,0,0,19,2.63158,2017,22.1579,4.79097,0.0023753,0.229508,0.505938,770
"Por G1, Brasília ",https://g1.globo.com/politica/noticia/presidenciaveis-lamentam-ataque-a-caravana-do-ex-presidente-lula-no-parana.ghtml,politica,28/03/2018 12h57 ,1027,856,406,None,5,126,1,285,26,30,20,1,3,51,3.05357,4236,15.2857,4.9486,0.00700935,0.136253,0.474299,771
Por G1 RS ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/trf-4-nega-pedido-de-defesa-de-lula-sobre-documentos-relativos-ao-sistema-de-propina-da-odebrecht.ghtml,politica,07/03/2018 14h03 ,727,657,315,0,6,91,0,205,26,20,14,0,0,21,2.05882,3282,19.3235,4.99543,0.0,0.155405,0.479452,772
"The Economist, O Estado de S. Paulo ","http://internacional.estadao.com.br/noticias/geral,a-nova-era-das-armas-nucleares,1645309",sociedade_cotidiano,05 de março de 2015 ,3244,2925,1164,0,42,422,28,752,272,179,64,1,1,196,2.43511,15041,22.3282,5.14222,0.0017094,0.384157,0.397949,773
"Daniel Batista, O Estado de S.Paulo ","http://esportes.estadao.com.br/noticias/futebol,andres-diz-falar-que-o-corinthians-esta-quebrado-e-balela,70002171734",tv_celebridades,31 de janeiro de 2018 ,2519,2184,765,0,1,516,23,454,92,170,66,38,2,253,1.87151,9546,12.2011,4.37088,0.0018315,0.270103,0.350275,774
Por G1 ,https://g1.globo.com/mundo/noticia/coreia-do-norte-ameaca-afundar-japao-e-reduzir-eua-a-cinzas.ghtml,sociedade_cotidiano,14/09/2017 07h35 ,544,489,236,0,5,57,0,134,47,15,5,0,1,15,3.05556,2363,27.1667,4.83231,0.0,0.324607,0.482618,775
"Por Amanda Teodoro*, G1 MT ",https://g1.globo.com/mt/mato-grosso/noticia/voluntarios-vendem-canecas-para-custear-tratamento-e-castracao-de-animais-resgatados-das-ruas-de-cuiaba.ghtml,ciencia_tecnologia,13/12/2017 10h57 ,631,547,280,0,2,114,4,150,22,28,21,3,0,35,2.8,2749,18.2333,5.02559,0.0,0.189394,0.511883,776
"Por Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/rodrigo-maia-recebe-temer-e-ministros-na-residencia-oficial-da-camara.ghtml,politica,18/07/2017 20h52 ,725,618,304,0,7,82,7,199,14,26,8,4,0,30,4.28,3005,24.72,4.86246,0.0,0.142349,0.491909,777
Por G1 PR e Bom dia Brasil ,https://g1.globo.com/pr/parana/noticia/lula-se-contradiz-ao-negar-saber-de-relacao-entre-ex-diretor-da-petrobras-e-ex-tesoureiro-do-pt.ghtml,tv_celebridades,11/05/2017 07h41 ,1034,899,375,0,2,159,11,248,13,46,21,10,0,67,2.14286,4128,14.2698,4.59177,0.0,0.144963,0.41713,778
"Por Gustavo Garcia, Fernanda Calgaro e Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/saiba-como-o-mundo-politico-reagiu-a-nova-denuncia-da-pgr-contra-temer.ghtml,politica,14/09/2017 18h24 ,1606,1390,606,0,22,223,18,400,70,74,37,5,2,92,3.04225,6875,19.5775,4.94604,0.0,0.23114,0.435971,779
Estadão ,http://cultura.estadao.com.br/blogs/combate-rock/tico-santa-cruz-do-detonautas-mostra-que-debate-politico-no-rock-pode-ser-saudavel/,sociedade_cotidiano,04 de outubro de 2013 ,1181,1061,536,0,8,177,14,273,83,52,18,1,0,65,4.0,5393,35.3667,5.08294,0.0,0.3,0.505184,780
O Estado de S.Paulo ,"http://internacional.estadao.com.br/noticias/geral,coreia-do-norte-faz-novo-teste-balistico-acusa-seul,70002100258",sociedade_cotidiano,28 de novembro de 2017 ,850,753,356,0,16,100,3,217,56,24,9,0,1,29,2.93939,3690,22.8182,4.9004,0.0,0.252366,0.472776,781
"Eduardo Kattah e Pedro Venceslau, enviados especiais, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,houve-uma-acao-planejada-com-a-participacao-da-pgr,70002122794",politica,16 de dezembro de 2017 ,2651,2324,936,0,15,458,18,595,110,126,74,25,4,228,1.73936,11120,12.3617,4.78485,0.00129088,0.224122,0.402754,782
"Por Olívia Henriques e Marina Pinhoni, G1 ",https://g1.globo.com/carnaval/2018/noticia/paquera-x-assedio-mulheres-dizem-o-que-pode-e-o-que-nao-pode-no-carnaval.ghtml,tv_celebridades,03/02/2018 07h00 ,1290,1082,515,0,4,233,8,247,66,84,20,8,0,98,2.88889,4937,15.0278,4.56285,0.00277264,0.3125,0.47597,783
"Por Mariana Oliveira, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/gilmar-mendes-diz-que-caso-jbs-e-grande-vexame-para-stf-fachin-responde-minha-alma-esta-em-paz.ghtml,politica,12/09/2017 12h02 ,847,736,347,0,15,135,2,202,21,38,22,4,3,60,2.70732,3466,17.9512,4.70924,0.00407609,0.175074,0.471467,784
Por G1 ,https://g1.globo.com/mundo/noticia/coreia-do-norte-diz-que-missil-lancado-e-capaz-de-atingir-todo-territorio-americano.ghtml,sociedade_cotidiano,29/11/2017 03h46 ,734,666,330,0,12,88,4,179,58,14,9,0,0,25,2.83333,3256,27.75,4.88889,0.0,0.269663,0.495495,785
Por Deutsche Welle ,https://g1.globo.com/mundo/noticia/os-negocios-secretos-da-coreia-do-norte.ghtml,sociedade_cotidiano,30/03/2017 16h27 ,1886,1679,749,0,5,259,0,417,98,98,31,1,1,156,2.22581,8091,18.0538,4.81894,0.00178678,0.289941,0.446099,786
"Cláudia Trevisan, O Estado de S.Paulo ","http://economia.estadao.com.br/noticias/geral,risco-economico-deve-ajudar-reformas,70001679945",politica,26 de fevereiro de 2017 ,1053,934,457,0,8,153,12,255,76,35,24,0,3,60,2.16364,4544,16.9818,4.8651,0.00107066,0.272059,0.489293,787
Por G1 ,https://g1.globo.com/mundo/noticia/furacao-irma-chega-ao-caribe-fotos.ghtml,tv_celebridades,06/09/2017 08h34 ,22,20,19,0,5,3,1,8,1,0,0,0,0,0,0.5,90,5.0,4.5,0.0,0.0909091,0.95,788
"Por Camila Bomfim, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/ministerio-publico-pede-bloqueio-de-r-24-milhoes-do-ex-presidente-lula-e-do-filho-luis-claudio.ghtml,politica,16/11/2017 12h33 ,855,794,355,0,9,91,1,241,34,25,13,0,0,29,1.96774,3767,25.6129,4.74433,0.00377834,0.177711,0.447103,789
"Por G1 SP , TV Globo e GloboNews ",https://g1.globo.com/sao-paulo/noticia/joesley-deixa-casa-do-pai-nos-jardins-apos-fachin-decretar-prisao.ghtml,politica,10/09/2017 13h58 ,1507,1276,508,0,17,208,10,383,30,46,41,1,0,42,3.25352,6122,17.9718,4.79781,0.000783699,0.128596,0.398119,790
"Por G1 e TV Globo, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/cunha-recebeu-r-5-milhoes-em-propina-depois-que-foi-preso-diz-delator.ghtml,politica,19/05/2017 16h49 ,1114,926,373,0,14,190,5,235,27,48,17,10,0,81,3.03226,4362,14.9355,4.71058,0.00107991,0.176471,0.402808,791
Por BBC ,https://g1.globo.com/mundo/noticia/desertora-do-exercito-norte-coreano-relata-rotina-com-estupros-higiene-precaria-e-menstruacao-interrompida.ghtml,sociedade_cotidiano,21/11/2017 17h40 ,1511,1325,628,0,1,238,7,337,67,83,27,2,1,99,2.58333,6616,18.4028,4.99321,0.00301887,0.26087,0.473962,792
"Cláudia Trevisan, Enviada Especial / Nova York , O Estado de S.Paulo ","http://internacional.estadao.com.br/noticias/geral,trump-e-kim-acirram-tom-de-ofensas-e-analistas-veem-risco-inedito-de-conflito,70002012828",politica,22 de setembro de 2017 ,770,688,345,0,7,105,6,175,49,28,12,0,0,52,2.82759,3215,23.7241,4.67297,0.0,0.275,0.501453,793
"Fausto Macedo, Julia Affonso e Luiz Vassallo ",http://politica.estadao.com.br/blogs/fausto-macedo/um-inocente-pode-sofrer-injustamente/,tv_celebridades,07 de março de 2018 ,2632,2303,906,0,81,301,10,645,134,75,51,0,0,95,2.88596,11611,20.2018,5.04168,0.0026053,0.22093,0.3934,794
Por BBC ,https://g1.globo.com/mundo/noticia/economia-imigracao-popularidade-o-1o-ano-de-governo-trump-em-seis-graficos.ghtml,sociedade_cotidiano,20/01/2018 17h24 ,1704,1512,680,0,5,205,8,414,107,69,22,0,0,79,3.0,7460,23.625,4.93386,0.0,0.28433,0.449735,795
"Flávia Tavares, O Estado de S.Paulo ","http://alias.estadao.com.br/noticias/geral,ser-influente-e-saber-causar-comocao,380239",sociedade_cotidiano,01 de junho de 2009 ,2650,2373,959,0,48,436,34,546,181,176,60,3,2,204,2.216,11443,18.984,4.82217,0.000842815,0.363544,0.40413,796
Por France Presse ,https://g1.globo.com/mundo/noticia/eua-e-coreia-do-sul-iniciam-manobras-aereas.ghtml,sociedade_cotidiano,04/12/2017 02h55 ,546,489,266,None,4,59,1,137,48,16,4,0,0,18,2.59091,2469,22.2273,5.04908,0.00204499,0.326531,0.543967,797
Por BBC ,https://g1.globo.com/mundo/noticia/o-mar-secou-por-que-a-agua-se-retrai-misteriosamente-antes-da-chegada-de-um-furacao.ghtml,sociedade_cotidiano,11/09/2017 08h52 ,1083,917,397,0,4,160,2,248,43,66,23,0,0,68,3.6087,4118,19.9348,4.49073,0.00218102,0.267157,0.432933,798
"Por Luiz Antônio Araujo, BBC, Porto Alegre ",https://g1.globo.com/rs/rio-grande-do-sul/noticia/quem-sao-os-juizes-que-decidirao-o-futuro-de-lula-nesta-semana.ghtml,politica,23/01/2018 21h09 ,1900,1648,762,0,13,212,6,492,104,57,19,1,0,61,3.03614,8160,19.8554,4.95146,0.00121359,0.228693,0.462379,799
"Por Tássio Andrade, G1 SE, Aracaju ",https://g1.globo.com/se/sergipe/noticia/tarologa-cibele-lemos-traz-as-previsoes-para-o-ano-de-2018.ghtml,politica,22/12/2017 19h50 ,1479,1251,477,None,0,304,7,312,83,69,60,0,0,84,1.96552,5903,10.7845,4.71863,0.0039968,0.246753,0.381295,800
Por G1 PE ,https://g1.globo.com/pernambuco/noticia/investigacao-sim-abuso-nao-diz-gilmar-mendes-em-evento-com-empresarios-no-recife.ghtml,politica,19/06/2017 14h57 ,1012,846,420,None,10,133,6,241,41,44,16,3,5,67,2.86207,4297,14.5862,5.0792,0.00591017,0.227273,0.496454,801
Julia Affonso e Ricardo Brandt ,http://politica.estadao.com.br/blogs/fausto-macedo/corremos-o-risco-de-sermos-pegos-na-mentira/,politica,05 de março de 2018 ,1635,1462,613,0,31,189,7,470,105,37,24,0,0,35,3.2037,8149,27.0741,5.57387,0.00410397,0.215478,0.419289,802
Por Fantástico ,https://g1.globo.com/politica/noticia/veja-detalhes-da-operacao-que-encontrou-digitais-de-geddel-em-dinheiro-apontado-pela-pgr-como-propina.ghtml,politica,17/12/2017 22h43 ,1253,1086,469,0,13,169,1,312,47,37,18,0,0,56,2.56923,5219,16.7077,4.80571,0.0,0.174636,0.43186,803
Por G1 ,https://g1.globo.com/mundo/noticia/coreia-do-norte-diz-que-bloqueio-maritimo-seria-declaracao-de-guerra.ghtml,sociedade_cotidiano,10/12/2017 07h01 ,815,726,342,0,9,83,1,209,69,16,5,0,0,24,4.04545,3594,33.0,4.95041,0.0,0.291096,0.471074,804
Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/veja-trechos-dos-novos-audios-dos-delatores-da-jbs.ghtml,politica,06/09/2017 11h01 ,2395,1895,559,0,24,471,7,388,71,119,88,51,54,303,1.83824,7819,6.96691,4.12612,0.00316623,0.221187,0.294987,805
"Por Heloísa Casonato, G1 Rio Preto e Araçatuba ",https://g1.globo.com/sao-paulo/sao-jose-do-rio-preto-aracatuba/noticia/nao-sabemos-o-que-esperar-deste-furacao-diz-familia-de-brasileiros-em-ferias-em-orlando.ghtml,sociedade_cotidiano,09/09/2017 19h32 ,706,619,311,0,4,95,5,184,39,18,18,1,0,24,2.9,2902,20.6333,4.68821,0.0,0.204301,0.502423,806
"Kenneth Serbin*, ","http://www.estadao.com.br/noticias/geral,hostes-do-vazio,915155",sociedade_cotidiano,11 de agosto de 2012 ,1857,1655,793,0,12,222,15,462,130,96,33,0,1,125,3.15625,8705,25.8594,5.25982,0.00241692,0.330409,0.479154,807
"Roberto Godoy, O Estado de S.Paulo ","http://internacional.estadao.com.br/noticias/geral,cenario-a-coreia-do-norte-e-definitivamente-uma-potencia-nuclear,70001965381",sociedade_cotidiano,03 de setembro de 2017 ,793,710,412,0,5,80,1,204,62,23,12,0,0,19,2.44118,3389,20.8824,4.77324,0.00140845,0.299296,0.580282,808
"Por Clara Velasco, Gabriela Caesar e Thiago Reis, G1 ",https://g1.globo.com/monitor-da-violencia/noticia/monitor-da-violencia-seis-meses-depois-apenas-um-caso-de-assassinato-de-mulher-foi-julgado.ghtml,politica,08/03/2018 04h30 ,2032,1721,801,None,70,206,2,575,56,59,27,0,2,48,3.83951,8244,21.2469,4.79024,0.00522952,0.147247,0.465427,809
Estado da Arte ,http://cultura.estadao.com.br/blogs/estado-da-arte/primavera-brasileira/,tv_celebridades,13 de março de 2017 ,2005,1760,838,None,4,239,6,453,116,158,28,1,2,133,3.60294,8611,25.8824,4.89261,0.00568182,0.395954,0.476136,810
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/segunda-feira-26-de-marco-de-2018.ghtml,sociedade_cotidiano,26/03/2018 19h56 ,765,681,400,None,11,98,4,205,41,18,14,0,0,31,2.33333,3284,18.9167,4.82232,0.00146843,0.194719,0.587372,811
"Por André Resende, G1 PB ",https://g1.globo.com/pb/paraiba/noticia/retrospectiva-2017-os-principais-fatos-do-ano-na-paraiba.ghtml,tv_celebridades,30/12/2017 09h33 ,1466,1308,606,0,8,150,1,424,65,29,21,1,0,46,2.59016,6200,21.4426,4.74006,0.00229358,0.163763,0.463303,812
"Por José Vianna, Thais Kaniak, Alana Fonseca, Camila Bonfim e Isabela Leite, RPC Curitiba, G1 PR, TV Globo e GloboNews ",https://g1.globo.com/pr/parana/noticia/pf-vai-as-ruas-para-cumprir-mandados-da-nova-fase-da-operacao-carne-fraca.ghtml,tv_celebridades,05/03/2018 06h59 ,1765,1542,659,0,29,203,5,476,74,50,37,0,0,55,3.09722,7648,21.4167,4.95979,0.00389105,0.182622,0.427367,813
Por Agencia EFE ,https://g1.globo.com/mundo/noticia/eua-chamam-de-provocacao-teste-de-misseis-da-coreia-do-norte.ghtml,sociedade_cotidiano,16/04/2017 11h10 ,475,438,226,None,3,54,3,129,34,17,5,0,0,20,2.3125,2164,27.375,4.94064,0.0,0.278689,0.515982,814
Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/delator-diz-que-temer-recebeu-r-15-milhoes-e-guardou-1-milhao-no-bolso.ghtml,politica,19/05/2017 17h57 ,1812,1513,597,0,17,270,19,406,39,74,42,16,1,91,4.09589,6814,20.726,4.50363,0.000660939,0.16716,0.39458,815
Por G1 ,https://g1.globo.com/agenda-do-dia/noticia/terca-feira-6-de-janeiro-de-2018.ghtml,politica,06/02/2018 02h44 ,686,612,367,None,8,78,5,191,32,27,7,0,0,22,2.17647,2976,18.0,4.86275,0.00490196,0.219331,0.599673,816
Por G1 ,https://g1.globo.com/politica/noticia/veja-frases-da-votacao-da-segunda-denuncia-contra-temer-na-camara.ghtml,politica,25/10/2017 10h11 ,2172,1780,787,None,39,324,26,478,64,122,47,6,13,168,2.46541,8712,11.195,4.89438,0.00730337,0.23192,0.442135,817
"Por Emily Costa, Inaê Brandão e Valéria Oliveira, G1 RR ",https://g1.globo.com/rr/roraima/noticia/fuga-da-fome-como-a-chegada-de-40-mil-venezuelanos-transformou-boa-vista.ghtml,tv_celebridades,05/02/2018 08h24 ,4111,3592,1292,0,8,599,12,979,164,228,57,9,5,227,2.60804,16990,18.0503,4.72996,0.00194878,0.248416,0.359688,818
"Por G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/advogado-de-palocci-afirma-em-depoimento-que-lula-sabia-da-compra-do-terreno-para-instituto.ghtml,politica,06/09/2017 17h43 ,1778,1555,618,0,7,256,17,456,48,64,32,11,2,102,2.50562,7452,17.4719,4.79228,0.0,0.157303,0.397428,819
Estado da Arte ,http://cultura.estadao.com.br/blogs/estado-da-arte/especial-polonia-milosz-entre-as-ruinas/,tv_celebridades,11 de outubro de 2017 ,2841,2440,1154,None,4,378,12,638,184,146,37,9,1,233,3.8932,12488,23.6893,5.11803,0.00245902,0.324803,0.472951,820
"Por Carolina Dantas, G1 ",https://g1.globo.com/mundo/noticia/o-que-esperar-do-novo-mandato-de-putin-na-russia.ghtml,sociedade_cotidiano,18/03/2018 20h30 ,742,646,348,0,6,81,2,189,41,24,12,0,0,31,3.31034,3052,22.2759,4.72446,0.00464396,0.240741,0.5387,821
O Estado de S.Paulo ,"http://internacional.estadao.com.br/noticias/geral,eua-apoiam-cupula-para-negociar-fim-do-programa-nuclear-da-coreia-do-norte,70002216551",sociedade_cotidiano,06 de março de 2018 ,586,536,258,0,8,66,2,167,33,13,11,0,0,14,2.27273,2616,24.3636,4.8806,0.0,0.197425,0.481343,822
"Por Mariana Oliveira e Renan Ramalho, TV Globo e G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/janot-denuncia-ao-stf-lula-dilma-palocci-mantega-edinho-silva-e-paulo-bernardo.ghtml,politica,05/09/2017 19h51 ,1587,1396,590,0,8,186,11,415,75,55,25,0,0,53,3.35088,7078,24.4912,5.0702,0.00143266,0.216306,0.422636,823
"Igor Gadelha e Idiana Tomazelli, O Estado de S.Paulo ","http://economia.estadao.com.br/noticias/geral,empurrar-a-responsabilidade-da-previdencia-para-o-congresso-nao-ajuda-diz-rodrigo-maia,70002084820",ciencia_tecnologia,15 de novembro de 2017 ,1829,1600,574,0,7,338,21,374,99,114,56,8,5,136,2.12037,7506,14.8148,4.69125,0.001875,0.299157,0.35875,824
Por BBC ,https://g1.globo.com/mundo/noticia/6-questoes-chave-para-entender-como-a-coreia-do-norte-se-tornou-uma-nacao-paria.ghtml,sociedade_cotidiano,26/04/2017 21h06 ,1822,1587,683,0,11,233,5,426,109,68,33,0,0,95,3.26389,7722,22.0417,4.86578,0.00126024,0.268589,0.430372,825
Por G1 BA ,https://g1.globo.com/bahia/noticia/balanco-parcial-da-pf-contabiliza-r-225-milhoes-de-dinheiro-em-bunker-que-seria-de-geddel.ghtml,politica,05/09/2017 18h57 ,1010,909,456,0,15,120,4,278,43,22,19,0,0,25,2.19565,4472,19.7609,4.91969,0.00220022,0.163317,0.50165,826
Por Deutsche Welle ,https://g1.globo.com/mundo/noticia/coreia-do-norte-ameaca-retaliar-eua-por-sancoes.ghtml,sociedade_cotidiano,04/04/2017 16h22 ,457,423,237,0,9,60,2,115,39,8,10,0,0,13,1.88889,2131,23.5,5.03783,0.0,0.268571,0.560284,827
O Estado de S. Paulo ,"http://internacional.estadao.com.br/noticias/geral,coreia-do-norte-anuncia-primeiro-teste-com-bomba-de-hidrogenio,70001963954",sociedade_cotidiano,03 de setembro de 2017 ,1087,984,453,0,19,132,3,274,90,38,25,0,0,35,2.94286,4885,28.1143,4.96443,0.0,0.315271,0.460366,828
Por BBC ,https://g1.globo.com/mundo/noticia/sete-perguntas-sobre-a-crise-com-a-coreia-do-norte-e-as-possibilidades-de-uma-guerra.ghtml,sociedade_cotidiano,02/05/2017 08h34 ,1380,1263,528,0,8,198,9,317,98,82,25,0,0,70,2.08929,6056,22.5536,4.79493,0.000791766,0.349515,0.418052,829
"Por Gabriel Luiz, G1 DF ",https://g1.globo.com/df/distrito-federal/noticia/veja-dicas-sobre-compras-de-natal-para-aproveitar-ofertas-e-evitar-furadas.ghtml,tv_celebridades,24/12/2017 08h00 ,2068,1790,672,0,9,389,17,411,89,142,62,7,0,146,2.41739,8142,15.5652,4.5486,0.00111732,0.28875,0.375419,830
