indice,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
1756,241,207,152,0,40,0,50,26,9,9,0,2,13,1.4782600000000001,1163,9.0,5.61836,0.0,0.20000000298023224,4.300000190734863,0.02087278524413705,0.017073312619080145,0.016107081125179928,0.022679893566029414,FAKE
1757,116,95,75,2,13,0,28,3,3,3,0,0,4,3.5,520,15.8333,5.47368,0.0,0.0,1.5,0.04499748100837072,0.05021024743715922,0.021716700711598,0.052696389146149165,FAKE
1758,375,336,209,3,52,1,97,18,12,7,0,1,10,1.95,1674,16.8,4.98214,0.00892857,0.10000000149011612,1.7000000476837158,0.008880404755473137,0.013478241208940743,0.0052221059643973895,0.006066467054188253,FAKE
1759,123,107,75,0,15,2,30,10,5,2,0,0,2,1.6,520,10.7,4.8598099999999995,0.00934579,0.0,2.900000095367432,0.025145072117447858,0.03857295463482538,0.044783720125754684,0.032986937835812566,FAKE
1760,113,94,74,1,12,0,27,5,8,2,0,0,3,2.11111,476,10.4444,5.06383,0.0,0.0,1.399999976158142,0.04716372489929199,0.04803189053200185,0.022385301534086462,0.027205662801861763,FAKE
1761,193,167,122,6,26,1,51,15,8,6,0,0,2,2.36364,846,15.1818,5.065869999999999,0.0,0.10000000149011612,2.0999999046325684,0.03214113437570632,0.018780945800244808,0.02400822487349312,0.015696782618761063,FAKE
1762,296,248,174,3,42,1,75,10,8,5,0,0,20,1.84615,1203,9.53846,4.85081,0.00403226,0.0,2.5999999046325684,0.008103602565824986,0.01728870375081897,0.011768017740299305,0.01713876012298796,FAKE
1763,124,109,80,2,14,0,39,8,2,1,0,0,2,1.66667,606,12.1111,5.55963,0.0,0.0,1.7000000476837158,0.015631793811917306,0.04984957538545132,0.018337913788855083,0.036177749642067485,FAKE
1764,276,239,146,6,52,0,64,7,14,15,0,0,13,2.17647,1116,14.0588,4.66946,0.0,0.0,5.099999904632568,0.011297822530780521,0.012377230264246464,0.02778006096680959,0.02087492858500857,FAKE
1765,262,229,150,4,32,0,68,15,13,4,0,0,12,2.5384599999999997,1125,17.6154,4.91266,0.00436681,0.20000000298023224,4.0,0.014307260513305666,0.017858105711638927,0.012706624499211708,0.013146559242159128,FAKE
1766,99,80,58,1,19,3,19,4,5,2,3,0,8,2.375,381,10.0,4.7625,0.0,0.0,1.7999999523162842,0.037304237484931946,0.024919589981436733,0.03990889340639114,0.10410009976476432,FAKE
1767,260,209,140,0,46,1,47,16,15,4,0,1,12,2.21739,1096,9.086960000000001,5.24402,0.0,0.0,3.7999999523162837,0.028719264393051464,0.03320390079170465,0.020466749556362632,0.019895866978913542,FAKE
1768,186,159,103,4,20,0,44,6,13,2,0,0,6,2.7,691,15.9,4.34591,0.0,0.10000000149011612,2.0999999046325684,0.033951953751966364,0.017020738838861387,0.011237097438424827,0.025351075164508075,FAKE
1769,193,168,98,2,21,1,48,3,12,2,0,0,8,2.5,739,16.8,4.39881,0.0,0.10000000149011612,1.6000000238418581,0.03966072419037422,0.01479435060173273,0.009121920292576156,0.024213929427787658,FAKE
1770,111,100,72,1,17,0,30,3,5,0,0,0,9,1.83333,471,16.6667,4.71,0.01,0.0,1.2000000476837158,0.047766822949051865,0.02055965763117586,,0.044174476992338896,FAKE
1771,151,128,88,8,27,1,37,7,4,5,0,0,4,3.28571,615,18.2857,4.80469,0.0,0.0,2.0999999046325684,0.030537474434822794,0.016059696674346924,0.04256670815604074,0.02257251786068082,FAKE
1772,209,182,120,0,39,2,45,13,6,10,0,0,19,1.5,880,10.1111,4.83517,0.0,0.10000000149011612,3.5,0.027624455280601982,0.015960875588158768,0.01748777693137526,0.024617761839181185,FAKE
1773,273,234,139,7,43,0,59,9,24,3,3,0,10,3.0,1040,18.0,4.44444,0.0,0.0,3.5,0.012881269096396863,0.012696524978511864,0.017671552021056414,0.0212849259705228,FAKE
1774,169,143,105,2,24,1,42,12,8,3,0,0,15,2.16667,762,11.9167,5.32867,0.020978999999999998,0.0,2.299999952316284,0.01143781142309308,0.02221052702516317,0.029976301593706005,0.03134914468973875,FAKE
1775,136,116,85,3,13,0,44,7,3,2,0,0,4,2.5,590,14.5,5.0862099999999995,0.00862069,0.10000000149011612,0.8999999761581421,0.0191432680003345,0.024292829446494583,0.02277245782315731,0.025928135674733385,FAKE
1776,241,195,104,1,22,0,65,5,10,1,0,0,9,1.91667,793,8.125,4.066669999999999,0.00512821,0.0,2.200000047683716,0.011083984281867744,0.022078699121872585,0.03827758133411408,0.01639882880928261,FAKE
1777,181,159,118,3,29,1,47,5,6,7,0,0,3,2.0,827,14.4545,5.2012599999999996,0.0,0.20000000298023224,1.7999999523162842,0.017235514940693974,0.029921733401715764,0.022539189085364345,0.024248687211762772,FAKE
1778,181,143,107,1,20,3,55,7,4,5,0,0,6,5.42857,761,20.4286,5.321680000000001,0.00699301,0.10000000149011612,1.8999999761581419,0.014586606295779347,0.01399333015657388,0.037297099642455575,0.01166918477974832,FAKE
1779,142,123,91,2,20,0,34,10,6,1,1,0,3,2.71429,597,17.5714,4.85366,0.0,0.20000000298023224,2.0,0.03963610380887985,0.02412601001560688,0.02201370894908905,0.036074322515300336,FAKE
1780,182,153,105,7,18,1,47,5,5,3,0,0,4,3.625,773,19.125,5.05229,0.0,0.10000000149011612,1.399999976158142,0.01967831421643496,0.01471927296370268,0.024171471285323303,0.02344475390718264,FAKE
1781,353,297,173,6,58,1,78,8,22,6,3,0,17,3.2941199999999995,1310,17.4706,4.410769999999999,0.00673401,-0.10000000149011612,5.5,0.006792031228542328,0.010882159162844931,0.025186636019498103,0.014666229592297563,FAKE
1782,89,75,57,2,11,1,30,5,0,1,0,0,4,1.75,344,9.375,4.58667,0.0,0.0,0.699999988079071,0.026200976222753525,0.04793422482907772,0.0460882472495238,0.049625973403453816,FAKE
1783,250,218,130,3,35,1,63,14,7,5,0,0,8,2.66667,1057,18.1667,4.8486199999999995,0.00458716,0.0,2.700000047683716,0.016823982608250597,0.011877506040036678,0.023837796645239,0.017537626996636392,FAKE
1784,194,177,121,0,24,0,56,15,6,5,0,0,4,2.42857,838,25.2857,4.7344599999999994,0.0,0.0,2.0999999046325684,0.02308578565716744,0.013555780611932277,,0.022801034787500448,FAKE
1785,110,96,68,3,13,1,30,4,3,4,0,0,2,2.33333,497,16.0,5.17708,0.010416700000000001,0.0,1.399999976158142,0.0388922244310379,0.03940366581082344,0.026891379927595452,0.03293173722922802,FAKE
1786,61,54,44,1,7,0,21,1,0,1,0,0,0,1.16667,251,9.0,4.64815,0.0,0.0,0.5,0.0270256232470274,0.05015486618503928,0.05235630149642626,0.03493651784956455,FAKE
1787,156,135,100,0,21,0,41,6,9,2,0,0,7,2.625,700,16.875,5.18518,0.00740741,0.0,2.0999999046325684,0.022996440064162016,0.01180453784763813,0.02094611525535584,0.018347768671810632,FAKE
1788,143,119,87,0,26,5,31,10,8,5,0,0,5,3.4285699999999997,577,17.0,4.84874,0.0,0.0,1.100000023841858,0.031071873381733894,0.042890740558505065,0.021679546684026718,0.03367439647646327,FAKE
1789,221,191,117,8,28,0,59,7,7,3,0,0,11,1.7647099999999998,920,11.2353,4.81675,0.0052356,0.0,1.7999999523162842,0.013619155855849384,0.03108583064749837,0.014255591202527285,0.016741341290374596,FAKE
1790,86,80,57,0,11,0,29,4,1,1,0,0,1,1.0,384,13.3333,4.8,0.0,0.4000000059604645,2.200000047683716,0.029022570699453357,0.021356600802391768,0.0365928141400218,0.03405312156038625,FAKE
1791,503,429,247,4,76,4,127,26,16,15,0,0,25,2.6428599999999998,2247,15.3214,5.23776,0.0,0.0,2.5,0.006024092805626637,,0.006351916160544052,0.010248236732105866,FAKE
1792,49,42,33,0,10,5,10,0,2,0,0,1,2,2.33333,172,14.0,4.09524,0.0,0.0,0.30000001192092896,,,0.10959409922361374,0.1067070019032274,FAKE
1793,111,92,69,6,14,0,34,2,2,4,0,0,1,1.72727,478,8.36364,5.19565,0.0,0.10000000149011612,2.0,0.04269899521023035,0.07633516937494278,0.021967597492039203,0.04910808149725199,FAKE
1794,302,261,155,26,31,2,83,13,17,2,0,0,16,2.5625,1138,16.3125,4.36015,0.00383142,0.10000000149011612,4.099999904632568,0.007207108940929173,0.01632895126628379,0.015649713502314526,0.016436834847006726,FAKE
1795,414,357,216,2,57,2,100,18,30,8,4,0,33,4.38462,1695,27.4615,4.7479,0.0,0.0,2.0999999046325684,0.006791933306625911,0.013009826102378693,0.010490062979183026,0.008409326970153912,FAKE
1796,75,63,52,0,11,1,20,3,5,0,0,0,2,3.0,316,15.75,5.01587,0.015872999999999998,0.10000000149011612,1.0,0.02562911715358496,0.06555475573986769,,0.0631518057946648,FAKE
1797,431,356,224,10,52,5,106,18,22,9,0,0,22,2.67857,1635,12.7143,4.5927,0.00280899,0.0,2.400000095367432,0.010760234901681542,0.01653173432818481,0.00959471965001689,0.015654061662240162,FAKE
1798,225,191,135,4,32,1,53,9,7,6,0,0,8,3.09091,999,17.3636,5.23037,0.0,0.10000000149011612,2.700000047683716,0.0215822112125655,0.02387736935634166,0.025337479742509977,0.02083908611287673,FAKE
1799,71,62,46,0,7,1,23,6,1,1,0,0,1,2.25,308,15.5,4.96774,0.016128999999999998,0.0,0.4000000059604645,0.10157343000173567,0.03263589553534985,0.04221854582428932,0.05269183777272701,FAKE
1800,123,110,77,4,19,0,35,4,7,1,0,0,3,2.6,550,22.0,5.0,0.018181799999999998,0.0,0.5,0.022611818586786587,,0.033612945675849916,0.04596040025353432,FAKE
1801,771,666,333,10,118,4,167,33,51,21,2,0,54,2.1,3140,13.32,4.71471,0.0045045,0.0,8.0,0.0032757524556169906,0.004930338323382395,0.01115454372484237,0.007948355180107884,FAKE
1802,181,159,111,5,24,1,52,5,7,5,1,0,7,3.66667,763,26.5,4.7987400000000004,0.0,0.30000001192092896,2.400000095367432,0.025848201825283468,0.014863728545606138,0.02070169784128666,0.014949409353236355,FAKE
1803,170,148,103,6,25,0,41,8,7,7,0,0,8,2.44444,667,16.4444,4.50676,0.0,0.0,1.2999999523162842,0.018239242397248744,0.016305669443681836,0.02140832063741982,0.03512474947742054,FAKE
1804,116,101,78,1,16,0,33,5,2,0,0,0,3,1.66667,508,11.2222,5.0297,0.0,0.0,0.8000000119209291,0.019343043304979803,0.025307308696210385,0.014835739042609932,0.04759687781333923,FAKE
1805,154,132,82,2,18,1,41,3,3,2,0,0,1,2.75,618,16.5,4.68182,0.0,0.0,0.4000000059604645,0.022813977487385274,,0.022234095446765426,0.028933315165340905,FAKE
1806,134,110,87,2,18,0,35,5,8,2,0,0,4,2.18182,537,10.0,4.881819999999999,0.0,0.0,1.7000000476837158,0.018923383206129074,0.029640072128838964,0.02777642458677292,0.016111796455723897,FAKE
1807,271,238,138,7,27,2,80,6,6,5,0,0,4,1.94118,1123,14.0,4.71849,0.0,0.0,2.0999999046325684,0.010532979895784096,0.012121282517910005,0.010574987973086536,0.014586372119891975,FAKE
1808,181,161,95,3,27,0,51,5,8,3,0,0,5,1.66667,787,13.4167,4.8882,0.0,0.20000000298023224,2.5,0.014643187324206034,0.009776342039306959,0.01868592742830515,0.018344282530821286,FAKE
1809,127,112,84,7,17,1,29,5,6,2,0,0,5,2.1428599999999998,543,16.0,4.84821,0.0,0.20000000298023224,1.5,0.025518137340744332,0.028258645907044414,0.0466221293900162,0.0898425430059433,FAKE
1810,90,80,57,1,15,0,23,1,3,1,0,0,2,1.4285700000000001,379,11.4286,4.7375,0.0,0.10000000149011612,0.8000000119209291,0.029777443036437038,0.027036217351754502,0.09284447878599167,0.028915891837742593,FAKE
1811,136,113,83,1,21,2,32,9,5,4,0,0,2,2.09091,538,10.2727,4.76106,0.0,0.10000000149011612,1.7999999523162842,0.019686182960867882,0.06294599920511246,0.03330437024123967,0.0336136469617486,FAKE
1812,238,219,139,8,28,1,58,14,8,4,0,0,19,2.11111,1041,24.3333,4.753419999999999,0.0,0.20000000298023224,2.0,0.01784179825335741,0.011014038696885107,0.014565800050539632,0.018895461889249936,FAKE
1813,180,156,93,0,23,0,54,6,4,2,0,0,7,2.0,756,13.0,4.84615,0.00641026,0.10000000149011612,2.400000095367432,0.01310238242149353,0.034690690040588376,0.0181391905579302,0.016787976565721792,FAKE
1814,90,77,58,0,11,0,23,6,3,1,0,0,8,2.16667,359,12.8333,4.66234,0.0,0.4000000059604645,2.400000095367432,0.05604874296113849,0.07629633508622646,0.04150709261496862,0.051398116163909435,FAKE
1815,110,93,64,1,18,2,29,4,0,3,0,0,4,2.42857,399,13.2857,4.2903199999999995,0.0107527,0.20000000298023224,1.6000000238418581,0.02396300248801709,0.024444753304123882,0.02396477572619915,0.05063382749046598,FAKE
1816,97,81,74,0,16,0,25,2,3,4,0,0,3,1.6,399,8.1,4.92593,0.0,0.0,1.8999999761581419,0.032034143339842565,0.029199309647083282,0.0245859877516826,0.05073682777583599,FAKE
1817,181,158,91,4,33,0,41,9,10,11,0,0,6,2.55556,720,17.5556,4.55696,0.0,0.0,2.799999952316284,0.02368328906595707,0.01909214630723,0.018366903299465772,0.02349631953984499,FAKE
1818,373,314,194,14,47,5,103,10,15,2,1,0,14,2.26923,1559,12.0769,4.96497,0.0,0.0,3.7000000476837163,0.008548227604478598,0.00573187991976738,0.010442753962706773,0.008085767047084642,FAKE
1819,77,67,51,3,12,0,23,4,1,1,0,0,4,1.66667,321,11.1667,4.79104,0.0,0.6000000238418579,3.2999999523162837,,0.035119159147143364,0.02215852402150631,0.05430512316524983,FAKE
1820,28,24,24,1,7,0,7,0,2,0,0,0,1,1.33333,99,8.0,4.125,0.0,-0.10000000149011612,1.2000000476837158,0.1989537924528122,0.06763022392988205,0.15466924756765366,0.12854035198688507,FAKE
1821,178,153,113,5,29,4,45,10,8,4,0,1,17,2.27273,801,13.9091,5.23529,0.0,0.10000000149011612,3.5,0.02316251564770937,0.023991930298507214,0.025567840039730068,0.026571395082606208,FAKE
1822,119,107,67,0,18,0,37,2,4,2,0,0,2,1.5,537,13.375,5.01869,0.0,0.0,2.5,0.02973043732345105,,0.02922605723142624,0.025926142744719983,FAKE
1823,148,132,95,5,25,2,41,13,4,7,0,0,3,1.77778,667,14.6667,5.053030000000001,0.0,0.0,1.0,0.019416825380176302,0.01530687976628542,0.024299748552342255,0.036216060897069316,FAKE
1824,234,176,144,1,17,0,77,1,7,1,0,0,8,5.27273,919,16.0,5.22159,0.0,0.0,1.0,0.014010237995535135,0.014290930703282356,0.013553038439048188,0.014165844087703869,FAKE
1825,85,79,64,4,12,0,27,2,1,5,0,0,3,1.0,381,13.1667,4.822780000000001,0.0,0.0,1.2000000476837158,0.038112223614007235,,0.0395404618854324,0.030378442789827074,FAKE
1826,30,23,19,1,5,2,6,1,2,0,0,0,2,1.75,103,5.75,4.47826,0.0,0.10000000149011612,0.5,0.1093347892165184,,,0.13938523828983307,FAKE
1827,61,48,38,1,5,1,16,6,1,0,0,0,1,2.6,235,9.6,4.89583,0.0,-0.10000000149011612,1.8999999761581419,,0.055765930563211434,0.032136838883161545,0.07400202937424183,FAKE
1828,168,149,108,2,21,2,47,3,8,7,0,0,6,2.11111,695,16.5556,4.66443,0.0,0.0,1.2999999523162842,0.017525483698894583,0.018109767511487008,0.02012158511206508,0.02116967171120147,FAKE
1829,41,37,29,2,6,1,13,2,1,0,0,0,0,1.0,141,9.25,3.81081,0.0,0.0,0.8000000119209291,0.06855460380514462,,0.05827900767326355,0.04363210126757622,FAKE
1830,141,119,93,8,23,0,36,7,1,5,1,0,5,2.44444,570,13.2222,4.7899199999999995,0.0,0.0,1.0,0.026886256411671642,0.017211139069071842,0.029301040672830174,0.030760138464922256,FAKE
1831,305,254,147,4,49,1,61,11,23,4,2,0,25,2.125,1083,10.5833,4.263780000000001,0.0,0.10000000149011612,4.199999809265137,0.01922707399353385,0.007834890857338905,,0.017359484639018773,FAKE
1832,89,78,63,1,14,0,21,6,1,5,0,0,6,1.22222,393,8.66667,5.03846,0.0,-0.10000000149011612,0.5,0.06372478604316711,,0.0516535178758204,0.04738176614046097,FAKE
1833,188,163,110,2,26,0,50,8,3,4,0,0,11,2.27273,798,14.8182,4.89571,0.0,0.0,1.399999976158142,0.022342740558087826,,0.020969399809837343,0.016311613709798882,FAKE
1834,423,332,179,68,37,2,107,4,5,7,0,0,7,2.39474,1490,8.736839999999999,4.48795,0.006024100000000001,0.10000000149011612,5.800000190734862,0.004477430212621886,0.006909020985900002,0.01092764997544388,0.009201769742208559,FAKE
1835,57,51,39,1,9,1,16,2,1,0,0,0,7,1.0,225,8.5,4.41176,0.0,0.5,2.700000047683716,,0.05980518087744713,,0.10842870362102984,FAKE
1836,305,257,143,9,35,0,80,9,12,6,0,0,6,4.36364,1239,23.3636,4.82101,0.00389105,0.0,2.0,0.010618422878906129,0.006173555040732026,0.015250885917339476,0.016669028159230947,FAKE
1837,288,237,142,7,48,1,67,17,11,3,0,0,14,3.1875,1052,14.8125,4.43882,0.00843882,0.10000000149011612,5.5,0.030667907930910582,0.010477379616349937,0.022741871220724925,0.0168952204597493,FAKE
1838,204,166,113,2,30,3,46,7,5,4,2,0,10,2.71429,788,11.8571,4.74699,0.0,0.0,1.7000000476837158,0.053422698751091964,0.015113050118088722,0.013403091269234816,0.024756556018613853,FAKE
1839,156,127,86,6,18,0,44,7,7,2,0,0,3,2.63636,609,11.5455,4.79528,0.0,0.0,2.700000047683716,0.030928418622352183,0.013961464166641235,0.02048081035415332,0.018993071280419827,FAKE
1840,300,262,158,3,43,1,69,11,12,6,0,0,19,2.0,1236,13.7895,4.71756,0.0,0.0,4.400000095367432,0.01299934171570035,0.012015424901619555,0.007725554052740335,0.019954416679129717,FAKE
1841,22,17,16,0,4,1,6,0,0,0,0,0,0,1.66667,84,5.66667,4.94118,0.0588235,-0.10000000149011612,0.10000000149011612,0.14708514511585236,,,0.15224828012287614,FAKE
1842,95,75,55,2,16,0,22,3,5,5,0,0,5,5.0,340,18.75,4.53333,0.0,0.0,1.6000000238418581,0.03493306785821915,0.03738240227103233,,0.04497169516980648,FAKE
1843,176,149,98,15,20,1,44,5,4,7,0,0,4,2.45455,675,13.5455,4.5302,0.0,0.20000000298023224,1.6000000238418581,0.013039374103148779,0.01952308369800448,0.033358562039211385,0.020441427749271195,FAKE
1844,215,175,119,14,24,4,56,6,4,2,0,0,11,2.3529400000000003,913,10.2941,5.2171400000000006,0.0,0.10000000149011612,1.5,0.012992032493154207,0.009257365483790636,0.016615493740472533,0.013284913560544905,FAKE
1845,112,98,77,2,17,1,27,8,5,4,0,0,2,1.55556,546,10.8889,5.57143,0.0,0.20000000298023224,1.5,0.02364522684365511,,0.03925511240959168,0.031420964282006025,FAKE
1846,111,97,75,10,10,1,35,6,1,0,0,0,5,2.33333,493,16.1667,5.08247,0.0,0.10000000149011612,0.6000000238418579,0.017956500872969627,0.01888192631304264,0.0257618537483116,0.023796645136406787,FAKE
1847,215,180,115,1,39,2,47,3,9,4,3,0,18,2.33333,788,12.0,4.3777800000000004,0.0,0.0,3.900000095367432,0.01113594090566039,0.021229712292552,0.02103375643491745,0.032688163096706066,FAKE
1848,142,116,92,4,20,3,32,3,11,2,0,0,3,2.88889,522,12.8889,4.5,0.00862069,0.0,1.7000000476837158,0.02677805908024311,,0.019031334668397903,0.03181489979227384,FAKE
1849,139,119,83,5,20,2,39,0,4,1,0,0,4,2.8571400000000002,587,17.0,4.93277,0.0,0.20000000298023224,2.5999999046325684,0.016102120280265808,0.021111248061060902,0.027903950540348887,0.019475472741760317,FAKE
1850,125,115,73,6,17,0,39,4,1,2,0,0,2,1.4285700000000001,552,16.4286,4.8,0.0173913,0.0,0.8999999761581421,0.014516535680741068,0.01933039072901011,0.028328934950487963,0.031079345693190888,FAKE
1851,168,148,100,7,20,0,45,5,7,3,0,0,3,2.5,755,18.5,5.10135,0.0,0.0,2.200000047683716,0.02315962625046571,,0.0213318148162216,0.02514841981853048,FAKE
1852,193,171,119,3,27,3,52,6,4,1,0,0,9,1.83333,777,14.25,4.54386,0.0,0.0,0.8999999761581421,0.01947022105256716,0.014472870854660869,0.01224325764924288,0.022132836437473696,FAKE
1853,128,112,79,0,20,0,32,11,4,4,0,0,4,1.77778,515,12.4444,4.59821,0.00892857,0.10000000149011612,1.2999999523162842,0.02324240393936634,0.01968410052359104,0.01404516864567995,0.03232444687323137,FAKE
1854,289,245,159,6,38,1,63,16,20,4,0,0,21,2.44444,1174,13.6111,4.7918400000000005,0.0122449,0.20000000298023224,6.699999809265138,0.007168034440837801,0.01565862563438714,0.023781943134963512,0.019888177543180063,FAKE
1855,121,97,66,0,19,0,30,7,3,2,0,0,2,4.0,481,16.1667,4.95876,0.0,0.10000000149011612,2.0999999046325684,0.02273635137826204,0.014300315640866756,0.02947839512489736,0.03500937738201835,FAKE
1856,141,122,87,3,20,0,39,3,2,2,0,0,7,3.16667,603,20.3333,4.94262,0.0,0.0,0.8999999761581421,0.017853016220033168,0.015146476216614246,0.03432370815426111,0.021629678443647347,FAKE
1857,273,235,168,4,37,2,75,9,9,5,0,0,15,1.80952,1159,11.1905,4.93191,0.0,0.0,4.0,0.007945257039474591,0.012261068681254985,0.020908495783805846,0.011935995426028969,FAKE
1858,24,20,18,0,5,2,5,1,1,0,0,0,1,1.33333,103,6.66667,5.15,0.0,0.0,0.10000000149011612,0.10672072321176528,,0.16533716022968292,0.1308109611272812,FAKE
1859,88,76,55,2,17,1,21,2,8,3,0,0,4,1.5,395,9.5,5.197369999999999,0.0,0.0,1.399999976158142,0.03342870436608792,0.04351478815078736,0.05308832414448261,0.04488011915236712,FAKE
1860,235,200,132,2,33,0,58,6,7,0,1,0,9,2.1875,937,12.5,4.685,0.0,0.10000000149011612,4.099999904632568,0.01661016815342009,0.015143899479880927,0.007871983689256012,0.016498862591106445,FAKE
1861,86,71,56,0,14,1,17,3,5,1,0,1,12,2.5,302,11.8333,4.25352,0.0,0.0,2.0,0.04535981267690658,0.043954307213425636,,0.09168094077280588,FAKE
1862,109,97,71,1,19,0,30,1,6,1,0,0,4,1.33333,478,10.7778,4.92783,0.0,0.0,1.8999999761581419,0.06041640713810921,0.04523451328277588,,0.03787674403025045,FAKE
1863,642,548,269,30,127,8,120,18,40,20,6,2,69,1.8431400000000002,2428,10.7451,4.43066,0.0,-0.20000000298023224,7.800000190734862,0.007069292308932002,0.006595798958600922,0.011390433041378857,0.00940450495108962,FAKE
1864,66,58,50,0,11,2,17,2,3,3,0,0,4,1.33333,292,9.66667,5.03448,0.0,0.20000000298023224,2.0999999046325684,0.06332255899906157,0.1367676854133606,0.03136684745550156,0.04488844051957129,FAKE
1865,212,187,128,4,30,4,52,10,10,3,0,0,6,1.78571,890,13.3571,4.75936,0.0,0.0,3.900000095367432,0.01683239678719214,0.02285253442823887,0.023692405472199123,0.023999599972739816,FAKE
1866,144,121,87,3,22,1,32,4,8,3,2,0,12,2.55556,558,13.4444,4.6115699999999995,0.0,0.0,2.200000047683716,0.03590800613164902,0.020709123462438583,0.0660228431224823,0.029946083668619394,FAKE
1867,183,149,104,2,25,1,42,7,6,2,0,1,8,3.09091,727,13.5455,4.87919,0.0,0.10000000149011612,2.299999952316284,0.019241069288303454,0.01674426719546318,0.014065644703805448,0.03003965640583864,FAKE
1868,121,96,72,3,13,1,34,2,2,0,1,0,4,2.5,480,9.6,5.0,0.0208333,0.0,1.0,0.019092258997261524,,0.03256857155689171,0.0280523793771863,FAKE
1869,161,138,91,5,23,5,41,6,5,3,0,0,7,2.09091,692,12.5455,5.01449,0.0,0.0,1.0,0.015460205663527762,,0.019766241622467838,0.03434858231672218,FAKE
1870,139,115,72,1,23,1,31,2,6,5,2,0,9,2.4,450,11.5,3.91304,0.0,0.30000001192092896,1.2999999523162842,0.028393881927643506,,0.052933603525161736,0.028708209549742087,FAKE
